Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1005402,2011-05-07,2012-05-06,10,3,
1005403,2011-03-13,2012-03-13,13,1,
1005404,2013-12-16,2014-12-16,7,5,
1005405,2013-05-13,2014-05-13,11,7,
1005406,2012-02-16,2012-08-17,8,4,
1005407,2013-11-28,2014-05-29,7,2,
1005408,2013-07-04,2014-01-03,5,5,
1005409,2012-06-12,2012-12-13,7,1,
1005410,2013-03-22,2013-09-19,6,1,
1005411,2012-02-12,2012-08-12,8,2,
1005412,2013-07-06,2014-01-06,2,5,
1005413,2013-12-12,2014-06-12,16,1,
1005414,2013-10-25,2014-04-26,1,4,
1005415,2012-08-10,2013-02-08,18,4,2013-01-20
1005416,2013-06-23,2014-06-23,4,1,
1005417,2010-07-19,2011-07-19,3,2,2011-06-16
1005418,2012-07-03,2013-07-03,16,3,
1005419,2011-01-07,2011-07-10,11,4,
1005420,2012-04-13,2012-10-14,17,7,
1005421,2012-08-12,2013-08-12,11,3,
1005422,2010-08-18,2011-02-15,7,4,
1005423,2012-07-24,2013-01-21,12,4,
1005424,2011-07-08,2012-01-06,4,4,
1005425,2011-02-03,2011-08-03,20,6,
1005426,2012-11-25,2013-11-25,20,7,
1005427,2013-05-21,2013-11-19,1,4,
1005428,2012-12-15,2013-12-15,16,4,
1005429,2012-06-11,2013-06-12,17,4,
1005430,2011-05-06,2012-05-06,16,1,2012-01-25
1005431,2013-09-09,2014-09-09,7,7,
1005432,2011-09-02,2012-09-02,9,4,
1005433,2011-07-16,2012-01-13,16,1,
1005434,2013-01-07,2013-07-08,2,4,
1005435,2011-05-28,2011-11-25,16,1,
1005436,2011-12-21,2012-06-20,11,7,
1005437,2012-01-08,2013-01-08,11,3,
1005438,2011-06-13,2012-06-13,5,1,
1005439,2011-04-15,2011-10-15,15,3,
1005440,2011-09-25,2012-09-25,14,6,
1005441,2011-09-11,2012-09-11,11,4,
1005442,2013-07-12,2014-07-12,19,5,
1005443,2011-02-17,2011-08-20,8,6,
1005444,2013-05-31,2013-11-28,14,7,
1005445,2012-12-04,2013-12-04,13,2,
1005446,2010-09-30,2011-04-02,4,5,
1005447,2011-10-28,2012-10-27,14,4,
1005448,2013-06-07,2014-06-07,10,2,
1005449,2010-08-13,2011-02-10,7,7,2010-11-06
1005450,2011-09-18,2012-03-19,6,4,
1005451,2011-09-27,2012-09-27,1,5,
1005452,2011-12-04,2012-06-03,4,5,
1005453,2011-01-16,2012-01-17,2,1,
1005454,2013-08-08,2014-08-08,2,2,
1005455,2011-05-19,2011-11-18,10,4,
1005456,2012-03-09,2012-09-09,7,5,
1005457,2011-12-05,2012-12-05,17,7,2012-08-17
1005458,2012-07-01,2013-07-01,12,5,
1005459,2012-07-05,2013-07-05,20,1,
1005460,2011-09-11,2012-03-12,6,5,2011-12-27
1005461,2013-09-05,2014-03-08,9,7,
1005462,2013-08-21,2014-08-21,10,3,
1005463,2011-12-14,2012-06-15,18,3,
1005464,2013-05-20,2013-11-17,7,5,2013-09-06
1005465,2012-08-09,2013-08-09,12,5,
1005466,2013-05-21,2014-05-21,8,1,
1005467,2013-12-24,2014-06-24,18,7,
1005468,2013-10-31,2014-10-31,18,2,
1005469,2013-03-25,2014-03-25,1,3,2013-12-14
1005470,2012-12-07,2013-12-07,10,3,
1005471,2011-11-12,2012-05-13,5,5,
1005472,2013-01-03,2013-07-06,19,1,
1005473,2013-10-01,2014-10-01,20,7,
1005474,2011-03-10,2011-09-09,13,7,
1005475,2013-05-03,2014-05-03,3,6,
1005476,2013-12-14,2014-12-14,18,3,
1005477,2012-12-12,2013-12-12,7,7,
1005478,2013-01-18,2014-01-18,4,6,
1005479,2011-04-15,2011-10-16,19,6,
1005480,2013-08-26,2014-02-24,13,3,
1005481,2014-02-15,2015-02-15,11,7,
1005482,2013-01-18,2014-01-18,1,3,
1005483,2011-08-01,2012-08-01,13,3,
1005484,2012-12-10,2013-12-10,5,4,
1005485,2010-09-16,2011-03-19,12,7,
1005486,2013-09-25,2014-09-25,12,4,
1005487,2012-09-17,2013-09-17,13,3,2013-07-31
1005488,2013-01-13,2014-01-13,17,2,
1005489,2012-03-06,2013-03-06,6,1,
1005490,2012-05-24,2013-05-24,19,4,
1005491,2013-04-21,2013-10-19,20,4,
1005492,2012-01-10,2012-07-10,7,4,
1005493,2012-07-03,2013-01-02,10,1,
1005494,2013-03-28,2014-03-28,14,4,2013-10-28
1005495,2011-08-27,2012-08-27,5,7,
1005496,2012-08-22,2013-08-22,19,1,
1005497,2013-11-20,2014-11-20,13,4,
1005498,2011-08-13,2012-08-13,4,2,
1005499,2011-06-29,2012-06-29,9,6,
1005500,2012-12-31,2013-07-03,2,7,
1005501,2012-11-06,2013-11-06,7,2,
1005502,2012-12-22,2013-12-22,9,6,
1005503,2013-10-20,2014-04-20,6,3,
1005504,2012-03-18,2012-09-18,20,6,
1005505,2011-06-07,2012-06-07,10,3,
1005506,2012-09-11,2013-09-11,11,7,
1005507,2011-12-11,2012-06-10,7,3,2012-03-16
1005508,2012-04-04,2013-04-04,5,1,
1005509,2013-10-11,2014-10-11,7,7,
1005510,2013-08-22,2014-02-21,18,7,
1005511,2011-10-30,2012-10-30,11,1,
1005512,2014-01-27,2015-01-27,15,2,
1005513,2011-02-19,2011-08-21,18,7,
1005514,2010-10-05,2011-10-05,1,5,
1005515,2012-09-12,2013-03-13,3,4,
1005516,2013-05-31,2014-05-31,4,7,
1005517,2011-03-07,2011-09-07,20,3,
1005518,2011-05-06,2011-11-03,2,1,
1005519,2012-05-31,2012-11-30,19,1,
1005520,2010-12-20,2011-12-21,4,5,2011-12-02
1005521,2011-12-05,2012-06-04,10,4,2012-03-28
1005522,2012-09-29,2013-09-29,19,2,
1005523,2013-03-12,2014-03-12,16,1,
1005524,2011-09-13,2012-09-13,15,2,
1005525,2012-03-11,2013-03-12,17,4,
1005526,2011-01-29,2011-07-31,1,2,
1005527,2013-11-01,2014-05-01,10,3,
1005528,2012-01-19,2012-07-20,8,7,
1005529,2012-09-08,2013-03-08,2,6,
1005530,2013-05-03,2013-11-02,4,7,
1005531,2013-08-09,2014-02-09,9,3,
1005532,2013-06-17,2013-12-15,10,5,2013-10-06
1005533,2012-08-14,2013-02-11,2,4,
1005534,2011-01-21,2011-07-23,20,6,
1005535,2012-10-01,2013-03-31,18,6,
1005536,2011-11-03,2012-11-03,2,4,
1005537,2013-06-01,2013-12-01,12,3,
1005538,2012-10-08,2013-04-07,9,3,
1005539,2012-06-22,2013-06-23,18,1,
1005540,2012-04-05,2012-10-05,4,2,
1005541,2014-02-25,2015-02-25,13,4,
1005542,2012-04-24,2012-10-22,20,2,
1005543,2013-01-26,2013-07-29,4,2,
1005544,2011-12-21,2012-06-20,3,3,
1005545,2012-09-26,2013-03-26,4,6,
1005546,2011-12-20,2012-06-21,10,5,
1005547,2013-05-25,2014-05-25,19,7,
1005548,2010-10-31,2011-10-31,17,5,
1005549,2013-03-24,2013-09-23,10,1,
1005550,2011-10-25,2012-10-25,18,3,
1005551,2013-11-28,2014-11-28,4,3,
1005552,2013-06-15,2014-06-15,1,2,
1005553,2012-06-23,2012-12-24,7,6,
1005554,2012-01-10,2012-07-11,19,4,
1005555,2011-11-21,2012-05-22,3,6,
1005556,2012-06-13,2013-06-13,1,2,
1005557,2013-02-24,2013-08-24,16,1,2013-05-26
1005558,2013-08-09,2014-08-09,3,7,
1005559,2013-09-19,2014-03-21,8,3,
1005560,2012-09-16,2013-09-16,4,1,
1005561,2011-05-19,2011-11-17,1,7,
1005562,2011-09-18,2012-09-18,17,2,
1005563,2013-05-28,2013-11-28,12,7,
1005564,2012-02-17,2013-02-17,3,1,
1005565,2011-01-08,2012-01-09,7,5,
1005566,2011-01-02,2012-01-03,19,7,
1005567,2012-11-09,2013-05-09,17,3,
1005568,2013-08-01,2014-08-01,15,1,
1005569,2011-01-23,2011-07-26,12,1,
1005570,2012-04-06,2012-10-06,19,7,
1005571,2011-03-03,2011-09-03,9,2,
1005572,2013-11-16,2014-11-16,18,3,
1005573,2011-06-10,2011-12-09,6,2,
1005574,2013-07-26,2014-01-23,10,6,
1005575,2012-06-27,2012-12-26,3,7,2012-10-12
1005576,2013-02-06,2014-02-06,4,5,
1005577,2012-09-08,2013-03-11,19,2,
1005578,2013-06-09,2014-06-09,9,6,
1005579,2011-01-27,2011-07-30,18,7,2011-05-16
1005580,2012-09-16,2013-09-16,2,5,
1005581,2012-05-08,2013-05-08,17,5,
1005582,2011-11-07,2012-11-07,18,5,
1005583,2012-08-10,2013-08-10,12,1,
1005584,2011-01-19,2012-01-20,15,2,
1005585,2012-09-24,2013-09-24,13,4,
1005586,2012-12-17,2013-06-19,5,6,
1005587,2011-10-06,2012-10-06,13,3,
1005588,2010-12-16,2011-12-17,2,4,
1005589,2012-12-24,2013-06-25,8,2,
1005590,2010-08-21,2011-02-18,3,7,
1005591,2014-02-05,2014-08-05,2,5,
1005592,2011-02-15,2011-08-15,18,4,2011-04-27
1005593,2013-05-25,2014-05-25,20,2,
1005594,2011-01-05,2012-01-06,17,3,2011-11-07
1005595,2012-02-20,2013-02-19,8,6,2013-01-14
1005596,2010-12-16,2011-12-16,16,4,
1005597,2013-09-20,2014-03-23,6,3,
1005598,2012-07-11,2013-07-11,1,2,2013-05-31
1005599,2011-04-12,2012-04-12,7,2,
1005600,2012-11-18,2013-11-18,4,3,
1005601,2012-02-16,2012-08-16,3,7,
1005602,2012-08-26,2013-08-26,2,7,
1005603,2013-02-10,2013-08-12,4,2,
1005604,2013-06-08,2013-12-09,15,7,
1005605,2011-01-18,2012-01-19,17,6,
1005606,2011-01-25,2012-01-26,14,1,
1005607,2011-05-06,2012-05-06,18,2,
1005608,2010-11-02,2011-05-04,16,7,
1005609,2013-01-28,2013-07-28,14,6,
1005610,2011-06-15,2012-06-15,9,7,
1005611,2011-09-05,2012-03-05,4,5,
1005612,2010-12-23,2011-12-24,4,5,
1005613,2012-08-12,2013-08-12,13,7,
1005614,2012-03-02,2012-09-01,19,6,
1005615,2012-03-29,2012-09-28,5,4,
1005616,2012-12-24,2013-06-25,9,1,
1005617,2011-03-07,2012-03-07,15,4,
1005618,2013-04-01,2014-04-01,1,7,
1005619,2011-03-10,2012-03-10,9,2,
1005620,2012-01-03,2013-01-02,3,2,
1005621,2012-09-06,2013-03-06,13,1,
1005622,2013-01-17,2014-01-17,16,3,
1005623,2012-04-19,2013-04-20,9,5,
1005624,2011-07-15,2012-01-15,17,3,
1005625,2012-04-05,2013-04-05,15,2,
1005626,2012-08-28,2013-02-25,6,4,
1005627,2012-09-11,2013-03-11,7,1,
1005628,2013-09-21,2014-09-21,11,2,
1005629,2013-12-22,2014-12-22,6,6,
1005630,2014-01-13,2015-01-13,15,5,
1005631,2011-10-10,2012-04-11,7,4,
1005632,2011-06-19,2012-06-19,13,4,
1005633,2012-06-11,2013-06-11,7,3,
1005634,2013-02-23,2014-02-23,9,1,
1005635,2012-06-05,2012-12-06,14,5,
1005636,2011-09-08,2012-03-10,18,1,
1005637,2013-08-03,2014-08-03,8,4,
1005638,2011-07-27,2012-01-27,14,2,2011-09-26
1005639,2012-01-27,2013-01-26,14,4,2012-12-30
1005640,2011-05-24,2012-05-24,19,6,
1005641,2013-04-13,2014-04-13,9,1,
1005642,2012-01-14,2012-07-15,6,6,
1005643,2012-01-28,2013-01-27,9,1,
1005644,2013-01-03,2013-07-04,3,7,
1005645,2011-07-17,2012-07-17,12,7,
1005646,2011-11-01,2012-05-02,11,4,
1005647,2011-12-23,2012-12-23,10,4,
1005648,2012-09-25,2013-03-26,9,7,
1005649,2011-03-04,2011-09-04,13,2,
1005650,2013-12-10,2014-06-10,5,6,
1005651,2011-07-23,2012-07-23,18,3,
1005652,2013-05-25,2014-05-25,16,4,
1005653,2013-09-09,2014-09-09,13,4,
1005654,2013-08-31,2014-08-31,8,1,
1005655,2011-02-27,2011-08-30,17,6,
1005656,2012-05-10,2013-05-10,7,5,
1005657,2011-09-14,2012-03-15,20,7,2011-12-07
1005658,2011-12-28,2012-12-28,5,2,
1005659,2012-10-21,2013-10-21,18,5,
1005660,2013-02-12,2014-02-12,11,7,
1005661,2011-06-15,2012-06-15,7,5,
1005662,2011-10-03,2012-10-03,11,2,
1005663,2013-10-23,2014-04-23,20,2,
1005664,2011-12-01,2012-06-01,5,2,2012-05-05
1005665,2013-12-15,2014-12-15,5,7,
1005666,2012-04-08,2013-04-08,9,7,
1005667,2013-02-24,2013-08-24,8,2,
1005668,2012-05-03,2012-10-31,15,2,
1005669,2011-08-20,2012-02-18,8,4,
1005670,2012-03-25,2012-09-24,2,2,
1005671,2012-09-24,2013-09-24,14,3,
1005672,2012-10-14,2013-04-13,2,7,2013-04-06
1005673,2011-11-29,2012-05-31,20,2,2012-03-26
1005674,2013-01-10,2014-01-10,8,1,
1005675,2011-07-14,2012-07-14,11,1,
1005676,2010-10-11,2011-04-13,11,6,
1005677,2013-01-23,2013-07-25,7,4,
1005678,2012-12-06,2013-06-05,4,4,
1005679,2012-06-26,2012-12-25,20,4,2012-10-17
1005680,2013-06-18,2014-06-18,16,2,
1005681,2013-09-26,2014-09-26,6,7,
1005682,2013-03-27,2014-03-27,18,5,
1005683,2013-04-20,2014-04-20,15,6,
1005684,2012-12-17,2013-12-17,8,3,
1005685,2010-12-29,2011-12-30,15,5,
1005686,2012-01-21,2013-01-20,7,1,
1005687,2012-06-04,2012-12-03,12,1,
1005688,2012-01-21,2012-07-23,16,4,
1005689,2013-08-11,2014-08-11,12,3,
1005690,2012-04-20,2013-04-20,11,4,
1005691,2012-03-25,2012-09-25,1,2,
1005692,2012-11-16,2013-11-16,20,6,
1005693,2012-09-19,2013-03-19,1,3,
1005694,2011-06-04,2011-12-05,3,2,2011-09-14
1005695,2011-06-04,2012-06-04,15,3,
1005696,2012-04-17,2013-04-17,15,1,2012-12-31
1005697,2012-09-01,2013-03-02,8,6,
1005698,2014-03-25,2014-09-23,4,4,
1005699,2012-03-01,2013-03-01,16,3,
1005700,2011-12-08,2012-12-08,12,7,
1005701,2011-01-24,2011-07-27,9,1,
1005702,2011-12-26,2012-12-26,10,3,
1005703,2011-06-28,2012-06-28,5,3,
1005704,2012-05-13,2013-05-13,14,2,
1005705,2012-11-30,2013-11-30,14,4,
1005706,2011-07-23,2012-01-21,13,2,2011-12-15
1005707,2012-02-09,2013-02-09,4,6,
1005708,2012-11-27,2013-05-30,4,4,
1005709,2013-06-04,2014-06-04,15,6,
1005710,2011-02-25,2012-02-26,16,7,
1005711,2012-04-06,2012-10-05,14,4,
1005712,2011-06-28,2011-12-28,13,1,
1005713,2013-01-04,2013-07-04,3,7,
1005714,2011-11-21,2012-11-21,1,4,
1005715,2013-06-26,2013-12-27,1,5,
1005716,2012-12-21,2013-06-20,10,4,
1005717,2011-04-03,2011-10-01,1,5,
1005718,2011-03-22,2012-03-22,4,1,
1005719,2013-10-17,2014-10-17,19,6,
1005720,2011-11-02,2012-11-02,13,5,
1005721,2011-11-24,2012-05-26,3,4,
1005722,2013-11-25,2014-05-28,1,4,
1005723,2014-03-07,2014-09-04,19,4,
1005724,2012-02-17,2013-02-16,14,6,
1005725,2013-07-20,2014-01-20,19,5,
1005726,2012-12-02,2013-06-02,20,3,
1005727,2013-10-08,2014-10-08,5,4,
1005728,2011-04-10,2012-04-10,10,4,2012-04-07
1005729,2013-02-15,2014-02-15,20,1,
1005730,2011-05-22,2012-05-22,12,3,
1005731,2011-12-23,2012-06-24,20,3,
1005732,2012-08-13,2013-02-13,1,4,
1005733,2012-04-27,2012-10-26,18,6,
1005734,2012-06-07,2013-06-08,10,6,
1005735,2012-06-18,2013-06-18,15,4,
1005736,2013-01-21,2013-07-24,3,2,
1005737,2012-09-02,2013-03-04,16,6,
1005738,2011-08-25,2012-08-25,4,3,
1005739,2010-11-21,2011-05-24,12,7,
1005740,2011-11-13,2012-11-12,18,1,
1005741,2013-08-28,2014-08-28,5,7,2014-07-09
1005742,2012-06-23,2013-06-23,3,5,
1005743,2012-03-28,2012-09-25,10,1,
1005744,2012-07-10,2013-01-07,19,6,
1005745,2014-02-07,2015-02-07,8,7,
1005746,2013-08-14,2014-02-12,19,5,
1005747,2014-01-16,2014-07-17,15,3,
1005748,2013-08-06,2014-02-04,1,6,
1005749,2014-01-31,2014-07-31,13,3,
1005750,2013-03-21,2014-03-21,8,6,
1005751,2013-10-22,2014-04-24,18,4,
1005752,2011-08-15,2012-08-15,10,4,
1005753,2012-04-19,2013-04-19,11,7,
1005754,2013-06-19,2014-06-19,2,6,
1005755,2013-01-22,2013-07-23,16,5,
1005756,2011-02-06,2012-02-07,3,5,
1005757,2010-11-18,2011-11-19,18,5,
1005758,2013-07-16,2014-07-16,13,6,
1005759,2012-07-07,2013-07-07,19,5,
1005760,2014-02-14,2015-02-14,7,1,
1005761,2012-11-17,2013-11-17,4,7,
1005762,2013-05-24,2014-05-24,18,3,
1005763,2011-09-25,2012-09-25,7,1,
1005764,2013-04-02,2014-04-02,14,6,
1005765,2011-07-11,2012-01-09,7,2,
1005766,2010-12-10,2011-12-11,4,5,
1005767,2012-01-14,2012-07-16,3,6,2012-06-28
1005768,2014-03-30,2014-09-28,8,7,
1005769,2011-04-12,2012-04-12,9,6,
1005770,2012-07-20,2013-07-20,14,5,2013-04-13
1005771,2013-09-22,2014-09-22,9,4,
1005772,2011-11-21,2012-05-21,13,5,2012-04-17
1005773,2011-07-04,2012-01-03,4,4,
1005774,2013-04-14,2013-10-13,16,4,
1005775,2013-05-16,2014-05-16,18,5,
1005776,2014-04-07,2014-10-05,1,4,
1005777,2012-05-07,2012-11-06,7,2,
1005778,2011-04-28,2011-10-26,6,1,
1005779,2011-03-23,2011-09-23,11,3,
1005780,2011-10-30,2012-10-30,4,6,
1005781,2011-11-28,2012-11-28,17,6,
1005782,2011-07-20,2012-01-20,7,6,2011-10-31
1005783,2012-12-14,2013-12-14,9,1,
1005784,2011-09-29,2012-09-29,4,6,
1005785,2012-05-08,2012-11-08,20,4,
1005786,2012-08-07,2013-02-04,12,3,
1005787,2012-01-01,2012-07-02,17,7,
1005788,2012-08-30,2013-08-30,18,3,
1005789,2011-09-04,2012-09-03,9,7,
1005790,2012-11-02,2013-05-02,16,6,
1005791,2011-12-23,2012-12-23,12,1,
1005792,2013-01-25,2014-01-25,12,1,
1005793,2012-04-16,2013-04-16,7,2,
1005794,2011-07-25,2012-01-25,4,4,2011-10-13
1005795,2013-03-01,2014-03-01,15,2,
1005796,2012-02-18,2013-02-17,20,4,
1005797,2013-12-01,2014-12-01,14,2,
1005798,2011-10-05,2012-10-05,18,3,
1005799,2012-09-19,2013-03-22,14,2,
1005800,2012-09-05,2013-03-08,1,3,
1005801,2011-06-03,2011-12-01,6,7,
1005802,2013-12-29,2014-12-29,14,3,
1005803,2013-12-02,2014-12-02,20,5,
1005804,2012-05-07,2013-05-07,18,7,
1005805,2012-07-22,2013-07-22,1,7,
1005806,2013-05-20,2014-05-20,9,5,
1005807,2012-05-25,2012-11-25,10,6,
1005808,2012-04-10,2013-04-10,8,4,
1005809,2011-07-17,2012-01-16,13,1,
1005810,2014-01-14,2015-01-14,3,1,
1005811,2013-08-09,2014-02-09,5,4,
1005812,2013-06-30,2013-12-31,12,2,
1005813,2011-01-31,2012-01-31,2,6,
1005814,2013-03-12,2013-09-11,4,2,
1005815,2013-09-17,2014-03-20,2,2,
1005816,2012-07-18,2013-07-18,20,5,
1005817,2012-02-05,2013-02-05,8,5,
1005818,2012-01-20,2013-01-20,17,6,
1005819,2012-04-26,2012-10-24,4,2,
1005820,2014-05-18,2015-05-18,7,7,
1005821,2012-02-15,2013-02-14,15,4,
1005822,2011-06-09,2012-06-08,8,6,
1005823,2013-09-08,2014-03-09,6,5,
1005824,2011-10-26,2012-10-26,18,2,
1005825,2011-05-30,2011-11-29,3,1,
1005826,2011-07-25,2012-01-24,18,4,
1005827,2012-09-22,2013-09-22,7,3,
1005828,2012-01-18,2013-01-18,4,2,
1005829,2011-12-30,2012-12-30,7,6,
1005830,2011-04-23,2012-04-23,8,1,
1005831,2013-01-05,2014-01-05,12,5,
1005832,2011-12-19,2012-12-19,10,4,
1005833,2012-07-28,2013-01-25,20,1,2012-12-11
1005834,2013-03-25,2014-03-25,12,7,
1005835,2011-07-11,2012-01-10,12,4,
1005836,2012-10-28,2013-04-30,6,5,
1005837,2013-03-31,2013-10-01,14,2,
1005838,2011-03-14,2011-09-11,5,3,
1005839,2013-05-14,2013-11-14,3,7,2013-10-02
1005840,2012-10-20,2013-10-20,7,1,
1005841,2012-04-23,2013-04-23,5,4,
1005842,2012-01-04,2012-07-04,14,3,
1005843,2011-05-25,2012-05-24,14,5,
1005844,2012-10-27,2013-10-27,4,2,
1005845,2013-06-23,2013-12-22,8,6,2013-12-05
1005846,2013-02-21,2014-02-21,18,4,
1005847,2011-08-18,2012-02-18,14,1,
1005848,2014-01-19,2015-01-19,19,7,
1005849,2011-03-18,2012-03-18,9,7,
1005850,2010-08-04,2011-08-04,15,2,
1005851,2012-08-01,2013-08-01,17,1,
1005852,2011-11-06,2012-05-08,8,1,
1005853,2012-03-14,2012-09-12,17,5,
1005854,2012-09-24,2013-09-24,3,3,2013-07-08
1005855,2013-04-23,2013-10-24,8,3,
1005856,2013-04-20,2013-10-21,6,5,
1005857,2011-11-19,2012-05-20,13,4,
1005858,2013-07-09,2014-01-09,9,4,
1005859,2011-08-06,2012-02-05,13,2,
1005860,2012-03-14,2012-09-12,14,5,
1005861,2011-07-24,2012-01-24,16,5,
1005862,2012-12-13,2013-12-13,11,7,
1005863,2012-06-12,2012-12-11,1,3,2012-12-10
1005864,2011-10-09,2012-04-09,14,4,
1005865,2012-08-14,2013-08-14,12,5,
1005866,2013-05-30,2014-05-30,5,2,
1005867,2013-05-12,2013-11-12,6,4,
1005868,2010-11-02,2011-11-03,19,6,
1005869,2013-03-15,2013-09-14,20,5,
1005870,2011-06-29,2012-06-29,14,6,
1005871,2011-08-04,2012-08-04,17,1,
1005872,2013-01-14,2013-07-14,8,4,
1005873,2012-04-11,2012-10-12,2,6,
1005874,2010-09-04,2011-03-04,11,1,
1005875,2011-01-01,2011-07-03,12,4,
1005876,2011-06-25,2011-12-25,12,5,2011-10-20
1005877,2012-08-27,2013-02-24,4,2,
1005878,2013-08-26,2014-02-24,16,5,
1005879,2011-12-30,2012-07-01,2,3,
1005880,2011-02-25,2012-02-26,10,2,
1005881,2013-11-01,2014-11-01,2,3,
1005882,2013-03-07,2014-03-07,20,6,2013-12-14
1005883,2012-01-09,2013-01-08,4,5,
1005884,2013-03-20,2014-03-20,19,3,
1005885,2013-03-16,2014-03-16,16,6,
1005886,2011-02-25,2011-08-28,7,2,
1005887,2014-01-20,2014-07-21,15,4,
1005888,2011-05-05,2011-11-04,16,4,
1005889,2010-09-06,2011-03-06,16,1,
1005890,2011-12-31,2012-12-31,11,6,
1005891,2012-06-17,2013-06-17,11,4,
1005892,2011-12-22,2012-12-22,19,6,
1005893,2012-12-28,2013-06-27,15,7,
1005894,2011-08-18,2012-02-17,11,5,
1005895,2013-06-29,2014-06-29,17,4,
1005896,2012-04-14,2013-04-15,14,2,
1005897,2012-04-08,2012-10-09,17,7,
1005898,2013-08-31,2014-03-02,17,7,
1005899,2012-09-25,2013-03-28,15,7,
1005900,2011-06-02,2012-06-02,19,3,
1005901,2011-06-12,2012-06-12,9,3,
1005902,2012-10-28,2013-10-28,2,1,
1005903,2011-07-07,2012-01-05,17,3,
1005904,2012-11-20,2013-11-20,1,4,
1005905,2011-06-30,2012-06-30,15,4,
1005906,2013-11-12,2014-05-15,15,1,
1005907,2012-09-08,2013-09-08,5,1,
1005908,2012-02-23,2012-08-24,15,4,
1005909,2013-02-23,2013-08-24,20,5,
1005910,2012-11-13,2013-05-13,14,1,
1005911,2011-11-09,2012-05-10,1,3,
1005912,2011-04-09,2011-10-08,19,1,
1005913,2013-01-11,2014-01-11,7,2,
1005914,2012-09-27,2013-09-27,5,3,
1005915,2012-08-10,2013-02-07,18,2,2013-01-01
1005916,2012-05-10,2013-05-10,7,7,2013-02-10
1005917,2011-08-11,2012-08-11,12,7,
1005918,2013-05-06,2014-05-06,5,7,
1005919,2011-11-12,2012-05-13,5,4,2012-03-11
1005920,2012-03-22,2012-09-22,5,2,
1005921,2011-06-28,2012-06-28,2,7,
1005922,2011-04-14,2011-10-14,6,3,
1005923,2013-07-20,2014-01-18,13,6,
1005924,2013-07-25,2014-01-22,10,6,
1005925,2011-07-25,2012-01-24,1,3,
1005926,2011-07-31,2012-07-31,18,1,
1005927,2012-02-28,2012-08-28,20,4,
1005928,2012-02-20,2012-08-22,6,6,2012-06-12
1005929,2013-03-02,2014-03-02,12,1,
1005930,2013-03-20,2014-03-20,10,2,
1005931,2012-02-28,2013-02-27,3,4,
1005932,2011-10-03,2012-10-03,8,4,
1005933,2011-02-04,2012-02-05,5,4,
1005934,2014-03-22,2014-09-20,20,6,
1005935,2014-04-05,2014-10-04,3,4,
1005936,2012-02-16,2012-08-17,20,7,
1005937,2012-12-27,2013-06-28,20,7,
1005938,2012-02-04,2012-08-05,12,6,
1005939,2014-01-29,2015-01-29,3,6,
1005940,2011-09-09,2012-09-09,19,5,
1005941,2011-12-04,2012-06-05,7,6,2012-05-07
1005942,2011-10-19,2012-10-19,18,2,
1005943,2012-12-04,2013-06-03,8,4,
1005944,2014-01-30,2015-01-30,9,5,
1005945,2013-07-15,2014-07-15,3,1,
1005946,2011-08-22,2012-02-20,5,2,
1005947,2010-09-23,2011-03-26,17,7,
1005948,2012-02-17,2013-02-17,17,3,2012-09-08
1005949,2012-01-15,2012-07-16,1,1,
1005950,2012-09-25,2013-09-25,7,1,2013-07-26
1005951,2012-12-06,2013-06-07,15,1,
1005952,2012-08-06,2013-08-06,3,6,
1005953,2011-05-11,2011-11-11,18,5,
1005954,2011-05-21,2012-05-20,16,1,
1005955,2012-01-02,2013-01-02,1,1,2012-08-26
1005956,2011-12-14,2012-06-14,10,5,
1005957,2010-12-04,2011-06-03,7,6,
1005958,2012-03-11,2012-09-09,12,7,
1005959,2010-08-14,2011-08-14,11,5,
1005960,2011-05-07,2012-05-07,20,7,2012-04-24
1005961,2013-02-17,2013-08-19,1,1,2013-06-24
1005962,2012-10-17,2013-04-16,19,1,
1005963,2013-10-01,2014-10-01,7,1,
1005964,2011-07-14,2012-07-13,1,3,
1005965,2011-04-16,2011-10-16,4,7,
1005966,2012-04-04,2013-04-04,11,5,
1005967,2014-05-06,2015-05-06,1,7,
1005968,2013-05-08,2014-05-08,16,3,
1005969,2011-10-21,2012-10-20,9,4,
1005970,2012-01-18,2012-07-19,18,3,
1005971,2011-06-12,2012-06-12,6,1,2012-04-04
1005972,2012-05-17,2012-11-14,17,2,
1005973,2012-12-13,2013-06-15,14,1,2013-04-02
1005974,2013-08-12,2014-08-12,16,4,
1005975,2010-12-25,2011-06-26,7,3,
1005976,2013-09-15,2014-03-18,5,4,
1005977,2012-03-20,2013-03-20,12,6,
1005978,2014-03-26,2015-03-26,5,4,
1005979,2011-06-09,2012-06-09,13,5,
1005980,2011-05-26,2011-11-26,20,5,
1005981,2013-02-21,2014-02-21,3,7,
1005982,2010-09-12,2011-03-12,5,6,
1005983,2010-11-12,2011-05-15,13,7,2011-01-19
1005984,2012-07-10,2013-01-09,15,5,
1005985,2011-02-10,2011-08-12,17,6,
1005986,2013-10-26,2014-04-25,11,3,
1005987,2011-09-21,2012-03-23,19,5,
1005988,2012-09-04,2013-09-04,2,1,
1005989,2011-01-26,2012-01-27,15,7,
1005990,2011-11-01,2012-05-01,13,6,
1005991,2013-11-18,2014-11-18,2,2,
1005992,2011-05-15,2011-11-15,10,3,
